mode,leaf_code,operator,value_cm,value2_cm,unit,source_fragment,leaf_text
air,B2.11-4,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ทางเข้าอาคาร ทางเดินระหว่างอาคาร และทางเชื่อม ระหว่างอาคาร ในกรณีที่มีสิ่งกีดขวางที่จำเป็นบนทางเดิน ต้องจัดให้อยู่ในแนวเ
air,B2.11-8,gte,60.0,,cm,600 มิลลิเมตร,ติดตั้งพื้นผิวต่างสัมผัสเตือนที่ริมขอบจุดพักทางข้าม ความกว้าง 600 มิลลิเมตร
air,B3.2-2,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,พื้นที่พักคอยเดี่ยวต้องมีด้านกว้างไม่น้อยกว่า 900 มิลลิเมตร และพื้นที่พักคอยแบบคู่ต้องมีด้านกว้าง ที่ละไม่น้อยกว่า 850 ม
air,B3.2-2,gte,85.0,,cm,ไม่น้อยกว่า 850 มิลลิเมตร,พื้นที่พักคอยเดี่ยวต้องมีด้านกว้างไม่น้อยกว่า 900 มิลลิเมตร และพื้นที่พักคอยแบบคู่ต้องมีด้านกว้าง ที่ละไม่น้อยกว่า 850 ม
air,B3.2-6,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,"เป็นพื้นที่ราบขนาดความกว้างไม่น้อยกว่า 900 มิลลิเมตร และความยาวไม่น้อยกว่า 1,400 มิลลิเมตร ต่อ 1 ที่ อยู่ในตำแหน่งที่เข้"
air,B3.2-6,gte,140.0,,cm,"ไม่น้อยกว่า 1,400 มิลลิเมตร","เป็นพื้นที่ราบขนาดความกว้างไม่น้อยกว่า 900 มิลลิเมตร และความยาวไม่น้อยกว่า 1,400 มิลลิเมตร ต่อ 1 ที่ อยู่ในตำแหน่งที่เข้"
air,B3.3-4,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ป้ายสัญลักษณ์คนพิการขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และยาวไม่น้อยกว่า 300 มิลลิเมตร
air,B3.3-4,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ป้ายสัญลักษณ์คนพิการขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และยาวไม่น้อยกว่า 300 มิลลิเมตร
air,B3.3-5,gte,15.0,,cm,ไม่น้อยกว่า 150 มิลลิเมตร,ภาพสัญลักษณ์ควรมีความสูงขนาดไม่น้อยกว่า 150 มิลลิเมตร
air,B3.3-7,gte,90.0,,cm,ไม่น้อยกว่า 900 มิลลิเมตร,"ติดตั้งสูงจากพื้นไม่น้อยกว่า 900 มิลลิเมตร วัดจากตัวอักษรในป้าย แต่ไม่เกิน 1,800 มิลลิเมตร กรณียึดติดกำแพง"
air,B3.3-7,lte,180.0,,cm,"ไม่เกิน 1,800 มิลลิเมตร","ติดตั้งสูงจากพื้นไม่น้อยกว่า 900 มิลลิเมตร วัดจากตัวอักษรในป้าย แต่ไม่เกิน 1,800 มิลลิเมตร กรณียึดติดกำแพง"
air,B3.3-8,gte,200.0,,cm,"อย่างน้อย 2,000 มิลลิเมตร","กรณีเป็นป้ายแขวนและแบบยึดติดกับเสา ควรจะสูงอย่างน้อย 2,000 มิลลิเมตร จากระดับพื้น"
air,B3.4-1,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ให้มีการติดตั้งที่พื้นบริเวณที่มีระดับต่างกันเกิน 200 มิลลิเมตร โดยมีขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และมีความยาวเท่า
air,B3.4-1,gte,20.0,,cm,200 มิลลิเมตร,ให้มีการติดตั้งที่พื้นบริเวณที่มีระดับต่างกันเกิน 200 มิลลิเมตร โดยมีขนาดกว้างไม่น้อยกว่า 300 มิลลิเมตร และมีความยาวเท่า
air,B3.4-2.4,range,30.0,60.0,cm,ไม่น้อยกว่า 300 มิลลิเมตร แต่ไม่เกิน 600 มิลลิเมตร,"พื้นทางเข้าและทางออกของประตูลิฟต์
- มีพื้นผิวต่างสัมผัสบนพื้นบริเวณหน้าประตูลิฟต์ กว้าง 300 มิลลิเมตร และยาว 900 มิลลิเม"
air,B3.4-2.4,gte,30.0,,cm,300 มิลลิเมตร,"พื้นทางเข้าและทางออกของประตูลิฟต์
- มีพื้นผิวต่างสัมผัสบนพื้นบริเวณหน้าประตูลิฟต์ กว้าง 300 มิลลิเมตร และยาว 900 มิลลิเม"
air,B3.4-2.4,gte,90.0,,cm,900 มิลลิเมตร,"พื้นทางเข้าและทางออกของประตูลิฟต์
- มีพื้นผิวต่างสัมผัสบนพื้นบริเวณหน้าประตูลิฟต์ กว้าง 300 มิลลิเมตร และยาว 900 มิลลิเม"
air,B3.4-3,range,30.0,35.0,cm,ไม่น้อยกว่า 300 มิลลิเมตร แต่ไม่เกิน 350 มิลลิเมตร,ขอบของพื้นผิวต่างสัมผัสอยู่ห่างจากจุดเริ่มต้นของทางขึ้น หรือทางลงของพื้นต่างระดับ ทางลาด บันได หรือประตูไม่น้อยกว่า 300 
air,B3.4-4,gte,30.0,,cm,ไม่น้อยกว่า 300 มิลลิเมตร,ทางเข้าอาคาร ทางเดินระหว่างอาคาร และทางเชื่อม ระหว่างอาคาร ในกรณีที่มีสิ่งกีดขวางที่จำเป็นบนทางเดิน ต้องจัดให้อยู่ในแนวเ
air,B3.4-8,gte,60.0,,cm,600 มิลลิเมตร,ติดตั้งพื้นผิวต่างสัมผัสเตือนที่ริมขอบจุดพักทางข้าม ความกว้าง 600 มิลลิเมตร
air,B3.7-1,gte,120.0,,cm,"ไม่น้อยกว่า 1,200 มิลลิเมตร","มีความกว้างสุทธิไม่น้อยกว่า 1,200 มิลลิเมตร"
air,B3.7-2,range,80.0,85.0,cm,800 ถึง 850 มิลลิเมตร,ติดตั้งราวจับในระดับที่สูงจากพื้น 800 ถึง 850 มิลลิเมตร โดยราวจับต้องเคลื่อนที่พร้อมกับทางลาดเลื่อนหรือทางเลื่อนในทิศทาง
air,B3.7-3,range,30.0,35.0,cm,300 ถึง 350 มิลลิเมตร,บริเวณจุดเริ่มต้นและจุดสิ้นสุดของทางลาดเลื่อนหรือทางเลื่อนต้องไม่มีสิ่งกีดขวาง และให้มีพื้นผิวต่างสัมผัสชนิดปูเตือน (War
air,B3.7-7,gte,200.0,,cm,"2,000 มิลลิเมตร","ในกรณีที่ใต้ทางลาดเลื่อนมีพื้นที่ว่างซึ่งมีความสูงน้อยกว่า 2,000 มิลลิเมตร ให้ติดตั้งสิ่งกีดขวางเพื่อป้องกันการเดินเข้าไ"
air,B6.1-3.3,range,3.0,4.0,cm,ไม่น้อยกว่า 30 มิลลิเมตร แต่ไม่เกิน 40 มิลลิเมตร,ลักษณะกลม เส้นผ่านศูนย์กลางไม่น้อยกว่า 30 มิลลิเมตร แต่ไม่เกิน 40 มิลลิเมตร
air,B6.1-3.4,range,80.0,90.0,cm,ไม่น้อยกว่า 800 มิลลิเมตร แต่ไม่เกิน 900 มิลลิเมตร,สูงจากพื้นไม่น้อยกว่า 800 มิลลิเมตร แต่ไม่เกิน 900 มิลลิเมตร
air,B6.1-3.5,range,70.0,75.0,cm,700-750 มิลลิเมตร,ติดตั้งราวจับราวที่สองในระดับความสูงระหว่าง 700-750 มิลลิเมตรจากพื้น เพื่อประโยชน์ต่อผู้ใช้รถเข็นคนพิการ (Wheelchair)
